Rank,Team,Conf,BPI,PVA,Conf_rk,Record,RAW,RAW_rk,SOS,SOS_rk,Var,Var_rk
308,TX-Pan American,WAC,26.6,-8.2,5,11-21,38.8,281,37.8,318,15.0,285
309,Dartmouth,Ivy,26.4,-8.2,7,5-25,34.9,304,41.5,281,12.3,322
310,Hartford,Am. East,26.2,-8.3,7,9-22,36.3,294,39.9,300,18.6,169
311,Howard,MEAC,25.8,-8.5,10,10-21,34.5,308,41.4,285,14.8,288
312,Brown,Ivy,25.7,-8.5,8,8-23,33.2,312,42.6,252,18.3,185
313,St. Peter's,MAAC,25.2,-8.8,9,5-26,27.7,329,47.5,185,16.2,258
314,Southern,SWAC,24.7,-9.0,4,17-14,45.4,233,29.2,344,13.8,306
315,Texas A&M-CC,Southland,24.2,-9.2,11,6-24,29.9,323,44.3,226,13.9,303
316,St Francis (PA),NEC,24.2,-9.2,10,6-23,32.0,315,42.1,261,15.8,269
317,UL Monroe,Sun Belt,24.1,-9.2,12,3-26,25.9,336,48.2,174,14.3,298
318,Radford,Big South,24.0,-9.3,11,6-26,32.7,313,41.3,286,14.3,297
319,The Citadel,Southern,23.9,-9.3,12,6-24,31.8,316,42.1,263,15.6,274
320,Longwood,Indep.,22.7,-9.8,3,10-21,34.8,307,37.9,316,16.4,253
321,Kennesaw State,A-Sun,22.5,-10.0,10,3-28,26.1,334,46.4,198,11.9,326
322,Florida A&M,MEAC,22.4,-10.0,11,10-23,35.2,303,37.3,320,16.0,260
323,MD-E Shore,MEAC,22.2,-10.1,12,7-23,30.1,322,42.1,265,16.4,254
324,Alabama State,SWAC,21.7,-10.3,5,12-19,40.9,270,30.8,342,11.9,325
325,Colgate,Patriot,21.3,-10.5,7,8-22,29.3,326,42.0,269,12.6,318
326,Cent Arkansas,Southland,21.1,-10.6,12,8-21,31.6,317,39.5,304,14.8,290
327,Jackson State,SWAC,21.1,-10.6,6,7-24,31.4,320,39.7,302,12.4,320
328,Navy,Patriot,21.1,-10.6,8,3-26,29.5,325,41.6,277,12.8,314
329,AR-Pine Bluff,SWAC,21.0,-10.7,7,11-22,35.6,300,35.4,336,11.8,329
330,UC Davis,Big West,20.4,-10.9,9,5-26,27.2,330,43.2,243,12.5,319
331,N Illinois,MAC,20.4,-10.9,12,5-26,26.1,335,44.3,225,14.1,301
332,Canisius,MAAC,20.4,-10.9,10,5-25,28.7,328,41.7,274,11.2,331
333,N Arizona,Big Sky,19.8,-11.3,9,5-24,27.2,331,42.6,251,15.0,286
334,Alcorn State,SWAC,19.4,-11.4,8,9-22,38.2,285,31.3,341,14.6,294
335,Chicago State,WAC,19.3,-11.5,6,4-26,27.0,332,42.3,259,12.6,317
336,Towson,CAA,19.1,-11.6,12,1-31,15.3,344,53.8,117,10.3,333
337,UT Martin,OVC,19.0,-11.6,11,4-27,25.3,337,43.7,235,13.5,310
338,Alabama A&M,SWAC,16.7,-12.9,9,7-21,36.0,297,30.7,343,11.9,327
339,S Carolina St,MEAC,15.6,-13.6,13,5-26,26.4,333,39.1,306,11.8,328
340,Bryant,NEC,15.1,-13.9,11,2-28,22.6,340,42.5,254,9.6,335
341,Fair Dickinson,NEC,14.5,-14.3,12,3-26,22.4,341,42.1,264,8.8,341
342,UMBC,Am. East,13.9,-14.6,8,4-26,25.0,338,38.9,308,9.6,337
343,Binghamton,Am. East,12.2,-15.9,9,2-29,20.2,343,42.0,268,9.1,340
344,Grambling St,SWAC,8.6,-18.9,10,4-24,22.3,342,36.3,327,6.1,342
