Rank,Team,Conf,BPI,PVA,Conf_rk,Record,RAW,RAW_rk,SOS,SOS_rk,Var,Var_rk
309,Nicholls State,Southland,28.3,-7.4,8,9-21,38.2,289,40.1,297,15.2,288
310,Portland State,Big Sky,28.2,-7.5,9,8-20,41.2,270,37.0,325,19.3,158
311,TX-Pan American,WAC,28.2,-7.5,5,16-16,45.3,235,32.8,344,18.2,200
312,E Washington,Big Sky,28.1,-7.5,10,10-21,38.6,287,39.5,302,18.0,205
313,East Tenn St,A-Sun,28.0,-7.6,9,10-22,33.6,318,44.4,218,18.2,202
314,Jackson State,SWAC,27.9,-7.6,5,11-18,43.0,255,34.9,339,17.2,239
315,Siena,MAAC,27.8,-7.6,10,8-24,31.8,328,46.0,197,17.6,220
316,Hofstra,CAA,27.7,-7.7,11,7-25,33.4,320,44.3,220,16.6,256
317,Navy,Patriot,27.4,-7.8,8,8-23,35.2,308,42.2,264,20.3,111
318,N Illinois,MAC,26.8,-8.0,12,5-25,30.1,334,46.7,182,17.5,231
319,UC Riverside,Big West,26.7,-8.1,10,6-25,33.4,319,43.3,239,17.1,242
320,UMBC,Am. East,26.2,-8.3,8,8-23,34.6,313,41.6,275,14.8,297
321,Alcorn State,SWAC,26.1,-8.3,6,10-24,37.3,298,38.8,309,17.6,222
322,Coppin State,MEAC,25.3,-8.7,9,8-24,35.2,309,40.1,296,13.7,317
323,Texas A&M-CC,Southland,25.3,-8.7,9,6-23,33.2,321,42.1,268,11.4,335
324,UT Martin,OVC,24.7,-8.9,12,9-21,31.7,329,43.0,246,17.1,244
325,IUPUI,Summit,24.5,-9.0,8,6-26,29.9,335,44.6,213,18.6,182
326,Rice,C-USA,23.9,-9.3,12,5-26,26.4,340,47.5,169,12.6,327
327,Omaha,Summit,23.3,-9.5,9,11-20,30.9,331,42.4,257,15.4,282
328,The Citadel,Southern,23.3,-9.5,11,8-22,32.8,323,40.5,292,17.6,221
329,Alabama A&M,SWAC,22.5,-9.9,7,11-20,38.1,291,34.4,341,15.7,274
330,UL Monroe,Sun Belt,21.9,-10.2,11,4-23,25.0,342,46.9,176,14.3,306
331,Idaho State,Big Sky,21.8,-10.2,11,6-24,32.7,325,39.1,305,12.9,324
332,Alabama State,SWAC,21.8,-10.2,8,10-22,38.0,292,33.7,342,12.3,331
333,Presbyterian,Big South,21.5,-10.4,11,8-24,30.2,332,41.3,278,16.1,264
334,Fair Dickinson,NEC,21.5,-10.4,11,7-24,29.4,338,42.1,267,16.1,265
335,New Orleans,Indep.,21.4,-10.4,2,8-18,34.2,316,37.3,323,17.9,212
336,Florida A&M,MEAC,21.3,-10.5,10,8-23,34.4,314,36.9,326,13.5,319
337,Longwood,Big South,21.0,-10.6,12,8-25,29.4,337,41.6,274,15.7,275
338,Furman,Southern,21.0,-10.6,12,7-24,30.1,333,40.8,285,17.9,209
339,Howard,MEAC,20.9,-10.7,11,7-24,32.8,324,38.1,317,13.9,310
340,Miss Valley St,SWAC,18.5,-11.9,9,5-23,32.0,327,36.4,332,10.5,339
341,S Carolina St,MEAC,18.4,-11.9,12,6-24,29.6,336,38.9,307,12.5,328
342,St Francis (PA),NEC,17.7,-12.3,12,5-24,25.5,341,42.2,261,11.1,336
343,Kennesaw State,A-Sun,17.2,-12.6,10,3-27,24.2,343,43.0,248,11.9,332
344,Binghamton,Am. East,15.2,-13.8,9,3-27,22.3,345,42.9,250,10.6,338
345,Lamar,Southland,13.8,-14.7,10,3-28,18.6,346,45.2,207,9.1,343
346,MD-E Shore,MEAC,12.8,-15.4,13,2-26,22.4,344,40.4,295,7.7,345
347,Grambling St,SWAC,3.9,-25.6,10,0-28,7.3,347,46.6,187,2.8,347
